verb	label	sentence	start_char	end_char
disclosed	DYNAMIC	In other words, the true profundity of the beauty of black and white is disclosed only to those eyes that are able to appreciate the splendors of sumptuous and glowing colors with all their delicate shades and tints”(Izutsu, p. 169).	72	80
seen	STATIVE	For black and white can only be seen as distinguishing against a background of color and for this very reason one can assert that both black and white are colors in themselves as non-colors.	32	35
finds	DYNAMIC	It is through these means that one finds the essence in a thing.	35	39
seen	STATIVE	color became a moral issue, seen as something sensuous and dangerous in its secondary nature to the essence of life and form.	28	31
speaks	DYNAMIC	It is something which speaks to the senses, not the mind, it is external and therefore secondary to life.	22	27
deals	DYNAMIC	It deals with the body, emotions, not the intellect.	3	7
makes	DYNAMIC	It is a descent in the way it makes one lose consciousness and enter into the physical world of desire, and to desire is to lose control over oneself.	30	34
seen	STATIVE	White is seen as representing spirituality, the heavens, and light, it is all which is modern, it signifies the opposite of the carnal nature of color.	9	12
directs	DYNAMIC	“WHITE is the spiritual color of our times, the clearness which directs all out actions.	64	70
placed	DYNAMIC	For these reasons black and white have been placed at the top of the hierarchy of colors.	44	49
exposes	STATIVE	“The white surface exposes color, presents it for disciplining.	19	25
keeps	DYNAMIC	It keeps an eye on all the objects it frames.	3	7
makes	DYNAMIC	Just as those from the Far East, the purity of white implies what has been washed away and thus makes the white glitter even more.	96	100
stand	STATIVE	White and black stand out because of color, and color stand out because of white and black.	16	20
assisted	STATIVE	In a mosque for example, the architectonic effect of its white garment is assisted by a strategic use of color: “All these things are clothed in a majestic coat of whitewash.	74	81
stand	STATIVE	The forms stand out clearly; the impeccable construction displays all its boldness.	10	14
helps	DYNAMIC	White helps to harmonize colors that would otherwise clash, it brings together and unites.	6	10
expresses	DYNAMIC	“White expresses a certain incorporeality.	7	15
seen	STATIVE	“In the white painted room the clarity of spatial sensation and disposition was surest and most convincing, all the details of the form and color of the furnishings could be developed undisturbed in front of this background…In this a form was discovered which was completely convincing in its simplicity and which could be seen as one of the essential formulas for wall treatment in “closed” spaces”(Wigley, p. 313).	323	326
dressed	DYNAMIC	In the 19th century it became fashionable for bourgeois women to dress in white, while men dressed in black (Wigley).	91	97
expresses	DYNAMIC	Crisp whiteness on the other hand expresses a sort of luxury, and leisure.	34	42
live	DYNAMIC	The same goes with white walls, in their impeccability it proved to whoever, that the owner could afford to not live actually live in this space, or could afford more simply for the upkeep and constant fresh coats of paint.	112	115
distinguishing	DYNAMIC	The use of white and black in dress and architecture also became a way of distinguishing oneself from the vulgar, normal, lower classes.	74	87
are	DYNAMIC	“..it is also worthy of remark, that savage nations, uneducated people, and children have a great predilection for vivid colors; that animals are excited to rage by certain colors; that people of refinement avoid vivid colors in their dress and the objects that are about them, and seem inclined to banish them altogether from their presence”(Chromophobia, p. 112).	142	144
survived	STATIVE	“In the prevailing styles of the European bourgeoisie, there long survived a tendency to limit the use of color, with strong emphasis on what are generally thought of as non colors, such as white, black and gray”(The Style Engine, p. 40).	66	73
marked	DYNAMIC	Wearing black and white also marked the distinction of labor between men and women and in a highly rigid and segmented society, the wearing of different colors seemed the most obvious way to do so.	29	34
seen	STATIVE	This simplicity of dress was seen as a mark of the modern man.	29	32
had	STATIVE	Other major technologies during the age of industrialization also had an effect on this preference for black and white.	66	68
had	STATIVE	Above all, it is believed that the expanse of literacy and the printed word, mainly the newspaper, had a profound effect in influencing the choice of black and white.	99	101
viewed	STATIVE	“This world was viewed as orderly and relatively uniform, a world in “black and white”.	16	21
seen	STATIVE	The world of print was therefore seen as something serious for the modern man.	33	36
seen	DYNAMIC	This then translated down into the world of fashion, as seen with the distinction between black and white clothing, as well as art, namely photography but also film and as discussed before architecture and gallery space.	56	59
called	STATIVE	“Kitsch is a product of the industrial revolution which urbanized the masses of Western Europe and America and established what is called universal literacy”(Greenberg).	131	136
made	DYNAMIC	In order to meet the demand of mass markets cheap and bright things of little use were made to attract the attention of consumers.	87	90
continues	DYNAMIC	Greenberg continues by saying, “Kitsch, using for raw material the debased and academicized simulacra of genuine culture, welcomes and cultivates this insensibility.	10	18
operates	DYNAMIC	Kitsch is mechanical and operates by formulas.	25	32
according	DYNAMIC	Kitsch changes according to style, but remains always the same.	15	23
considered	STATIVE	Avant guard at the time was considered to be true art, while this kitsch was simply pure imitation.	28	37
deemed	STATIVE	Thus said, this along with the influence of black and white print perhaps was the cause for the belief that which was black and white was deemed a serious, high art, while that which was colorful was mere rubbish and imitation for the lower classes.	138	143
